roe,sustainability_score,category,rating,risk_rating,equity_size_score,price_cash_flow_ratio,dividend_yield_factor,historical_earnings_growth,sales_growth,asset_cash,holdings_n_stock,ongoing_cost,fund_size
24.31,20.89,Nordic Equity,3,1,254.42,11.06,1.71,2.5,4.77,0,73,0.25,224800000
23.96,23.12,Switzerland Equity,3,2,328.18,15.31,3.15,7.81,1.8,0,67,0.25,260990000
25.38,22.79,US Large-Cap Blend Equity,5,3,295.42,13.51,1.87,10.74,6.92,0,407,0.28,1152990000
-6.61,32.2,Sector Equity Energy,3,3,253.28,5.12,8.59,4.6,4.3,0,91,0.35,48840000
1.87,29.76,Sector Equity Biotechnology,4,3,185.04,11.4,0.79,45.74,6.09,0.17,30,0.68332,25430000
17.06,20.44,Sector Equity Technology,3,4,213.55,5.64,2.06,0.16,5.14,0.12,38,0.66103,301190000
22.46,22.99,Global Large-Cap Blend Equity,5,3,294.16,12.59,2.13,6.31,5.55,0,924,0.35,293680000
11.27,22.37,Sector Equity Financial Services,4,2,265.18,3.29,3.71,9.23,1.86,0,52,0.35,62110000
11.27,22.37,Sector Equity Financial Services,3,2,265.18,3.29,3.71,9.23,1.86,0,-90,0.35,62110000
21.02,22.78,Global Large-Cap Blend Equity,5,3,291.88,11.7,2.27,4.5,4.15,0,929,0.38,1186760000
31.24,21.88,US Large-Cap Growth Equity,5,4,352.03,16.58,0.88,10.01,11.54,0,125,0.23,1223770000
-1.58,29.35,US Small-Cap Equity,3,3,28.74,7.62,1.67,2.66,3.56,0,1548,0.35,178010000
20.14,22.95,US Large-Cap Blend Equity,1,5,187.79,6.76,2.56,51.42,8.15,0,268,0.15,49710000
26.87,22.54,US Large-Cap Blend Equity,5,2,301.04,13.13,1.95,11.26,6.92,0,329,0.15,5736770000
10.68,19.22,Sector Equity Consumer Goods & Services,3,4,264.25,18.71,1.5,-6.69,7.06,0,-150,0.25,115590000
14.61,21.67,Europe Large-Cap Blend Equity,4,3,273.09,9.27,2.81,-1.95,1.07,0,468,0.18,129740000
14.62,21.67,Europe Large-Cap Blend Equity,4,3,273.17,9.26,2.81,-1.96,1.07,0.23,597,0.19,36900000
31.07,22.84,Global Large-Cap Blend Equity,5,3,381.38,14.7,1.88,10.91,7.5,0,932,0.4,96190000
24.6,22.81,US Large-Cap Blend Equity,3,4,294.71,13.42,1.94,10.87,6.99,0.48,699,0.15,2152450000
15.13,27.11,Global Emerging Markets Equity,3,2,349.73,8.58,2.89,2.94,7.17,1,1273,0.2,4232029999
14.87,21.92,Europe Large-Cap Blend Equity,3,3,280.92,8.9,2.91,-1.45,1.2,0.33,455,0.15,1852860000
21.05,22.75,Global Large-Cap Blend Equity,4,3,292.25,11.81,2.27,5.03,4.32,0.77,1595,0.18,2307420000
16.45,23.29,Global Flex-Cap Equity,3,3,220.11,10.79,2.49,4.66,3.6,0.87,1118,0.4,60980000
20.98,20.02,Global Large-Cap Blend Equity,5,2,280.1,13.41,2.26,4.43,5.38,0.54,387,0.22,3226780000
1.87,29.76,Sector Equity Biotechnology,4,3,185.04,11.4,0.79,45.74,6.09,0.17,30,0.74544,25430000
17.06,20.44,Sector Equity Technology,3,4,213.55,5.64,2.06,0.16,5.14,0.12,38,0.72112,301190000
25.72,21.48,US Large-Cap Blend Equity,3,1,277.35,12.41,2.27,14.15,6.88,0.28,94,0.2,1921760000
26.8,22.64,US Large-Cap Blend Equity,5,3,307.6,16.55,0.97,14.95,11.58,0.34,125,0.2,887120000
33.25,21.38,US Large-Cap Blend Equity,4,2,281.57,15.04,1.82,14.4,8.12,0.53,124,0.2,821160000
11.99,22.37,US Large-Cap Value Equity,2,4,218.57,5.65,3.56,-2.64,5.62,0.19,149,0.2,1361150000
23.7,21.28,US Large-Cap Blend Equity,2,3,214.3,9.2,1.85,9.15,6.76,0.39,142,0.35,101150000
5.35,24.52,Europe Large-Cap Value Equity,3,4,263.2,4.74,3.7,-5.12,1.1,0.4,147,0.25,883650000
7.74,24.53,Global Large-Cap Value Equity,2,3,252.92,4.73,3.82,-4.15,3.61,1.04,394,0.3,2150460000
24.76,20.06,Europe Large-Cap Blend Equity,5,1,289.59,12.26,3.26,3.97,2.72,0.67,123,0.25,131690000
22.07,21.07,Europe Large-Cap Blend Equity,4,4,234.39,7.52,2.75,7.9,-0.04,0.58,83,0.45,144970000
20.01,20.68,Europe Large-Cap Growth Equity,4,2,286.12,15.62,1.9,2.05,-2.03,0.14,125,0.25,416550000
18.28,20.33,Europe Large-Cap Blend Equity,5,1,256.07,9.89,3.15,0.99,2.14,0.78,173,0.25,1119040000
11.88,20.42,Eurozone Flex-Cap Equity,4,4,218.39,5.43,2.37,6.18,1.02,0.56,74,0.4,6140000
14.12,27.48,Global Emerging Markets Equity,3,3,320.6,7.78,3.05,1.02,5.95,0.32,2648,0.18,16134700000
23.18,20.45,Global Large-Cap Blend Equity,5,3,292.9,12.35,2.28,7.09,5.28,0.01,606,0.19926,994740000
-2.04,28.23,Sector Equity Biotechnology,3,3,165.7,10.49,0.69,12.68,7.32,-0.07,199,0.35,215660000
11.57,24.19,Canada Equity,4,3,278.86,9.85,3.69,12.3,6.17,0,314,0.4,33049999
12.31,24.07,Australia & New Zealand Equity,3,4,272.56,9.59,4.49,-8.36,0.35,0,-36,0.4,58010000
24.79,22.79,US Large-Cap Blend Equity,4,3,292.63,13.59,1.84,11.45,7.05,0,681,0.04,46590000
12.38,23.84,UK Large-Cap Equity,3,2,242.61,7.5,3.91,-7.82,1.84,0,307,0.04,16649999
21.02,22.78,Global Large-Cap Blend Equity,4,3,291.88,11.7,2.27,4.9,4.36,0,1602,0.12,103110000
8.84,23.95,Japan Large-Cap Equity,3,2,286.67,8.39,2.74,-4.02,3.52,0,320,0.12,946360000
8.84,23.95,Japan Large-Cap Equity,3,2,286.67,8.39,2.74,-4.02,3.52,0,320,0.12,936640000
14.28,21.9,Europe Large-Cap Blend Equity,4,3,280.79,8.74,2.93,-1.27,1.14,0,433,0.26594,3501570000
5.1,26.51,Global Small/Mid-Cap Equity,3,3,87.97,7.55,2.15,-0.32,-23.11,0.65,3276,0.35,1537990000
11.06,22.18,Japan Large-Cap Equity,3,2,274.2,8.01,2.37,-1.92,2.41,1.54,67,0.3,816060000
16.88,18.98,Europe Large-Cap Blend Equity,5,1,256.22,9.04,3.16,0.02,2.63,1.09,116,0.3,1009200000
22.3,23.82,Global Equity Income,3,2,275.91,8.19,4.56,0.45,4.17,0,303,0.28869,42200000
22.3,23.82,Global Equity Income,3,2,275.91,8.19,4.56,0.45,4.17,0,303,0.28869,41770000
16.92,21.57,Sector Equity Technology,3,3,300.39,7.42,2.43,-1.03,-0.38,0.11,100,0.65,44300000
11.17,21.72,Japan Large-Cap Equity,3,2,294.68,8.92,2.6,-3.07,3.69,0,118,0.19883,1002090000
28.15,20.33,US Large-Cap Blend Equity,5,2,296.07,14.87,1.74,16.03,8.75,0,231,0.14876,1087600000
19.57,19.94,Europe Large-Cap Blend Equity,5,2,283.13,10.44,2.86,-0.2,0.82,0,170,0.19928,97470000
16.69,26.07,Global Emerging Markets Equity,3,3,378.82,12.64,2.07,4.14,8.54,0,359,0.05266,785550000
24.73,26.27,Sector Equity Healthcare,4,3,268.2,12.92,1.8,19.58,10.58,0,79,0.11946,1300510000
12.36,33.96,Sector Equity Natural Resources,4,3,250.49,6.45,4.3,12.99,5.2,0.2,155,0.5,15080000
12.12,23.86,UK Large-Cap Equity,4,2,241.37,7.44,3.82,-7.48,1.75,0.64,392,0.2,454690000
28.15,20.33,US Large-Cap Blend Equity,5,2,296.07,14.87,1.74,16.03,8.75,0,231,0.14876,1110010000
21.52,20.63,Global Large-Cap Blend Equity,5,3,281.94,12.41,2.14,7.09,5.61,0,822,0.3,146750000
26.2,20.46,US Large-Cap Blend Equity,5,2,284.41,13.76,1.81,13.95,8.11,0,321,0.25,75920000
9.63,19.66,Eurozone Large-Cap Equity,4,3,269.4,8.34,2.8,1.15,2.67,0,129,0.2,35810000
21.52,20.63,Global Large-Cap Blend Equity,5,3,281.94,12.41,2.14,7.09,5.61,0,822,0.3,147680000
8.01,30.78,Sector Equity Natural Resources,4,2,227.52,6.61,4.4,4.08,4.27,0.48,303,0.5,3190000
23.88,22.43,Global Large-Cap Blend Equity,3,3,274.99,10.09,2.3,9.56,3.9,0.02,365,0.25,1027240000
23.84,20.89,Nordic Equity,3,1,253.82,10.98,1.71,4.66,4.48,0,74,0.30282,386010000
26.34,20.76,US Large-Cap Blend Equity,3,1,268.92,8.07,2.22,9.85,6.44,0.06,105,0.75,166050000
14.67,27.06,Global Emerging Markets Equity,4,3,343.31,8.15,3.06,2.77,7.14,0.54,1202,0.23,4083280000
11.69,20.47,Eurozone Large-Cap Equity,4,3,243.68,8.35,3.03,0.2,1.05,0.13,618,0.36,51480000
7.3,22.34,Sector Equity Technology,2,5,264.67,18.6,0.33,15.05,16.63,0.01,39,0.55,28720000
17.76,20.36,Global Large-Cap Blend Equity,4,2,243.64,9.96,3.46,-0.07,-2.03,0.17,100,0.2,370190000
17.2,33.36,China Equity - A Shares,2,3,311.04,11.85,1.91,9.32,10.47,0.04,474,0.3,30200000
9.57,21.5,Germany Equity,3,3,264.49,6.86,2.54,-5.25,-0.05,0,152,0.11,49900000
2.9,26.67,Sector Equity Financial Services,1,5,240.23,0.103,1.88,-4.71,-10.11,0.56,22,0.51,744070000
15.74,22.2,Sector Equity Communications,3,4,315.97,9.47,1.04,8.34,6.56,0.08,26,0.15,203600000
23.55,22.52,US Large-Cap Blend Equity,3,1,244.87,12.84,2.17,11.66,6.17,0,231,0.18,187260000
10.76,21.93,Eurozone Flex-Cap Equity,4,4,195.19,6.07,1.95,4.57,-0.36,0.51,150,0.65,128240000
10.51,19.95,Eurozone Large-Cap Equity,3,4,312.28,9.1,2.76,-2.63,2.51,0.65,50,0.1,3734730000
20.72,22.76,Global Large-Cap Blend Equity,4,3,290.98,11.57,2.3,4.87,4.34,0,1595,0.30951,423750000
18.77,26.63,Asia ex-Japan Equity,3,2,310.74,8.31,4.68,2.69,7.82,0.39,295,0.4,5200000
21.72,20.58,Europe Large-Cap Blend Equity,4,2,263.45,8.62,4.11,-1.32,3.03,0.43,109,0.25,7880000
12.89,22.46,Global Large-Cap Value Equity,3,3,273.03,7.56,3.79,-2.35,0.65,0.4,97,0.25,5650000
9.45,20.22,Sector Equity Technology,3,3,160.49,10.47,1.22,18.03,5.33,0.42,106,0.4,1012870000
16.62,22.28,Sector Equity Communications,3,3,354.77,9.28,1.19,3.9,7.76,0.32,26,0.15,111720000
5.55,24.83,Sector Equity Technology,2,4,376.26,27.2,0.11,-2.23,21.04,0.37,81,0.86,144500000
19.54,18.77,Sector Equity Technology,5,3,281.37,14.77,0.99,18.59,6.34,0.08,50,0.59,26300000
10.71,24.16,Sector Equity Technology,4,3,245.17,16.22,0.81,3.61,6.59,0.19,103,0.59,24010000
31.32,21.88,US Large-Cap Growth Equity,5,4,351.15,16.48,0.89,10.01,11.54,0.1,103,0.3,5240700000
18.77,19.61,Europe Large-Cap Blend Equity,5,2,281.82,11.03,2.93,0.16,2.2,0.97,115,0.18,1430210000
21.53,20.03,Global Large-Cap Blend Equity,5,2,280.81,13.53,2.22,4.42,5.4,0.83,391,0.18,1135170000
24.65,19.99,US Large-Cap Blend Equity,5,2,269.87,15.65,1.8,10.3,8.68,0.79,144,0.18,1175150000
27.59,21.98,US Large-Cap Blend Equity,5,2,304.75,13.15,1.82,13.3,8.4,0.28,272,0.2198,264709999
23.04,22.17,Global Large-Cap Blend Equity,4,3,298.9,11.82,2.18,7.52,5.45,1.73,744,0.252,111420000
16.72,21.4,Europe Large-Cap Blend Equity,4,2,293.91,9.35,2.84,2.09,1.18,1.01,126,0.2531,163270000
25.38,22.79,US Large-Cap Blend Equity,4,3,295.42,13.51,1.87,10.74,6.92,0,605,0.25,876420000
22.77,22.95,US Large-Cap Blend Equity,3,3,231.61,11.26,2.25,8.43,6.52,0.3,1787,0.3,112600000
14.94,21.33,Europe ex-UK Equity,3,2,285.7,9.48,2.52,1.37,1.15,0,368,0.08643,500190000
17.2,33.36,China Equity - A Shares,2,3,311.04,11.85,1.91,9.32,10.47,0.04,474,0.3,29880000
21.22,22.3,Global Large-Cap Blend Equity,4,3,292.14,11.96,2.2,5.17,4.54,0.47,1494,0.2,719110000
8.85,23.73,Japan Large-Cap Equity,3,2,287.31,8.5,2.69,-4.08,3.53,0.88,308,0.15417,193960000
14.15,26.87,Global Emerging Markets Equity,3,3,323,8.35,2.91,6.01,6.15,0.2,1735,0.18,912520000
25.6,22.37,US Large-Cap Blend Equity,4,3,296.66,13.72,1.81,11.19,7.42,0.32,578,0.07,1659610000
14.89,21.28,Europe Large-Cap Blend Equity,4,3,278.16,9.19,2.76,-0.48,1.08,0.44,411,0.12,548290000
10.22,20.03,Eurozone Large-Cap Equity,4,3,275.95,8.06,2.61,-1.67,0.99,0.42,234,0.11846,1129160000
10.22,20.03,Eurozone Large-Cap Equity,4,3,275.95,8.06,2.61,-1.67,0.99,0.42,234,0.12,1129160000
18.53,19.37,Europe Large-Cap Blend Equity,4,1,252.86,8.45,3.41,5.63,0.5,0,229,0.3,55420000
8.83,30.76,Brazil Equity,3,4,324.23,4.3,3.8,10,5.58,0.43,56,0.46,258529999
5.71,27.18,Sector Equity Technology,3,3,248.55,6.95,2.51,-11.96,1.85,0,86,0.32194,32830000
12.29,19.98,Sector Equity Technology,3,2,198.16,9.36,1.56,9.21,1.41,0,98,0.32161,102820000
3.2,26.65,Sector Equity Financial Services,1,5,238.65,0.338,1.82,-4.74,-10.09,0,22,0.3,525130000
20.26,23.32,Global Large-Cap Blend Equity,4,3,298.96,11.23,2.35,4.65,5.29,0,1126,0.45,473810000
25.48,22.53,US Large-Cap Blend Equity,4,2,299.49,13.68,1.85,10.95,7.11,-0.01,505,0.04603,221650000
11.68,23.89,UK Large-Cap Equity,3,2,265.5,7.12,4.09,-6.22,1.36,0.15,103,0.05454,11330000
20.9,22.58,Global Large-Cap Blend Equity,4,3,296,11.76,2.31,4.68,4.36,0.08,1176,0.10923,37550000
8.86,23.95,Japan Large-Cap Equity,3,2,285.15,8.29,2.72,-4.28,3.7,-0.01,339,0.1092,203950000
14.9,21.37,Europe ex-UK Equity,3,2,286.67,9.68,2.58,1.02,1.2,0.03,348,0.10917,133169999
11.04,23.37,Pacific ex-Japan Equity,3,3,300.51,9.5,4.45,-7.76,1.65,0.01,163,0.10951,80730000
4.47,22.4,Sector Equity Technology,3,3,186.99,13.02,0.71,-18.64,1.7,0,56,0.4,172540000
11.46,29.84,Global Emerging Markets Equity,3,3,311.04,3.95,4.26,-1.54,5.3,0.68,197,0.4,61590000
13.99,24.71,Global Emerging Markets Equity,3,4,291.49,8.52,3.19,-0.34,6.04,0.11,179,0.30833,1404070000
9.97,22.17,Japan Large-Cap Equity,4,2,286.49,9.12,2.71,-8.14,1.76,0.91,64,0.25833,444440000
19.34,19.07,Europe Large-Cap Blend Equity,5,2,278.38,11.76,2.56,0.6,2.7,0.62,110,0.25833,2532540000
25.2,20,US Large-Cap Blend Equity,5,2,267.95,16.21,1.7,11.11,9.11,0.16,133,0.25833,4636430000
8.55,24.84,Japan Large-Cap Equity,3,2,260.04,8.51,2.71,-3.79,3.41,0.98,1292,0.15417,3534490000
10.64,21.77,Europe Large-Cap Blend Equity,3,3,286.95,7.13,2.95,-6.48,-0.27,0,101,0.2,39620000
16.35,22.15,Global Large-Cap Blend Equity,3,2,302.98,8.88,2.97,-1.64,2.4,0,251,0.16,239810000
15.9,23.7,Global Equity Income,2,4,286.86,5.6,5.49,-2.36,3.53,0,99,0.38,32040000
25.58,22.28,US Large-Cap Blend Equity,3,2,298.56,13.79,2.33,8.65,7.66,0,100,0.2,10180000
16.07,21.29,Global Large-Cap Blend Equity,3,3,288.7,10.12,2.68,-0.06,2.61,0,250,0.3,105070000
16.31,26.22,Global Emerging Markets Equity,3,2,360.53,9.65,2.87,4.53,8.77,0.24,257,0.3817,302890000
8.81,21.08,Sector Equity Technology,3,3,218.37,11.79,0.94,31.54,0.94,0.48,63,0.6,440310000
20.22,22.08,Global Large-Cap Blend Equity,3,3,238.81,8.81,2.63,1.44,3.8,0.09,119,0.65,89480000
25.27,22.78,US Large-Cap Blend Equity,4,3,294.55,13.42,1.89,10.83,7.01,0.17,617,0.14,2777910000
12.35,24.22,UK Large-Cap Equity,3,2,271.32,7.37,4.21,-6.61,1.44,0.46,87,0.2,1590720000
19.62,33.44,Russia Equity,2,4,255.5,5.78,11.9,17.12,10.37,7.59,22,0.6,92030000
12.1,26.53,South Africa & Namibia Equity,3,4,209.86,3.77,4.03,-9.16,3.14,0.01,39,0.6,3150000
14.47,26.06,Asia ex-Japan Equity,3,3,370.04,9.23,2.61,2.77,7.11,0.05,617,0.6,16290000
13.84,25.5,Asia ex-Japan Equity,3,3,366.74,8.97,2.78,1.07,6.39,0,584,0.45,566340000
10.32,29.77,Latin America Equity,3,3,305.14,4.88,3.89,9.81,3.35,0.13,111,0.6,17050000
10.83,23.24,Pacific ex-Japan Equity,3,3,305.39,9.23,4.71,-6.87,1.2,0,133,0.15,107270000
16.16,27.33,China Equity,3,3,403.3,10.91,1.91,12.39,10.82,-0.11,713,0.6,700100000
6.41,28.22,Korea Equity,4,3,345.21,5.46,2.16,-14.97,3.98,-0.01,106,0.6,24380000
17.35,20.24,Taiwan Large-Cap Equity,4,3,329.98,10.45,5.01,-0.87,3.48,-0.15,88,0.6,15740000
18.17,29.41,Indonesia Equity,5,3,284.36,5.62,4.15,5.78,8.24,6.96,22,0.6,46670000
14.94,21.33,Europe ex-UK Equity,3,2,285.7,9.48,2.52,1.37,1.15,0,368,0.08643,500090000
31.24,21.88,US Large-Cap Growth Equity,5,4,352.03,16.58,0.88,10.01,11.54,0,108,0.3,1399190000
3.46,25.68,Sector Equity Financial Services,2,4,250.21,-0.637,1.35,-5.12,-8.47,0,202,0.3,376700000
11.87,28.23,Sector Equity Industrial Materials,1,5,249.58,6.47,4.88,5.86,4.84,0,-66,0.3,410590000
-3.75,28.79,Sector Equity Energy,4,2,277.52,4.86,8.27,5.78,5.16,0,62,0.3,247090000
10.28,17.83,Sector Equity Communications,2,3,251.22,2.73,4.13,-1.85,-1.49,0,-112,0.3,98380000
13.04,23.71,Sector Equity Utilities,3,4,264.53,6.74,4.39,-13.34,-10.07,0,-210,0.3,106430000
16.46,23.25,Sector Equity Consumer Goods & Services,3,2,304.05,15.04,2.37,2.36,3.06,0,63,0.3,153320000
24.89,24.57,Sector Equity Healthcare,3,2,313.11,13.36,2.63,0.47,3.95,0,-110,0.3,568340000
19.32,15.86,Sector Equity Technology,2,3,284.01,15.85,1.27,5.45,8.99,0,-59,0.3,115830000
26.87,22.54,US Large-Cap Blend Equity,4,2,301.04,13.12,1.95,11.26,6.92,0.04,505,0.07,27442400000
8.75,24.52,Japan Large-Cap Equity,3,2,276.58,8.39,2.71,-4.07,3.4,0,516,0.16,1933050000
17.07,25.15,Global Equity Income,3,3,286.64,7.17,4.65,0.91,3.69,0,1482,0.29,1254230000
15.83,27.38,Global Emerging Markets Equity,4,2,340.76,9.32,3.03,5.88,7.54,0,1828,0.23,2264560000
12.47,24.07,UK Large-Cap Equity,3,2,267.1,7.62,4.04,-6.63,1.84,0.04,101,0.09,3246270000
9.62,24.73,Asia-Pacific ex-Japan Equity,2,3,307.06,7.08,3.79,-10.6,2.88,0,395,0.17,735480000
16.35,22.15,Global Large-Cap Blend Equity,3,2,302.98,8.88,2.97,-1.64,2.4,0,251,0.16,238890000
24.89,24.57,Sector Equity Healthcare,3,2,313.11,13.36,2.63,0.47,3.95,0,-110,0.3,566730000
31.24,21.88,US Large-Cap Growth Equity,5,4,352.03,16.58,0.88,10.01,11.54,0,108,0.3,1387210000
9.43,20.34,France Equity,4,3,299.2,9.32,2.21,4.06,0.55,0,40,0.25,3825120000
13.48,25.23,Global Emerging Markets Equity,2,3,291.46,8.15,3.08,0.47,7.24,1.71,190,0.25,549120000
5.71,27.18,Sector Equity Technology,3,3,248.55,6.95,2.51,-11.96,1.85,0,86,0.32194,35880000
14.72,25.84,Asia ex-Japan Equity,3,2,365.53,9.35,2.58,3.82,8.21,0,535,0.5,516960000
14.55,25.58,Asia-Pacific ex-Japan Equity,3,2,355.98,9.44,2.9,3.16,7.86,0,326,0.6,716210000
6.61,28.22,Korea Equity,4,3,347.82,5.26,2.17,-15.74,4.29,0,244,0.45,111060000
19.43,19.35,Taiwan Large-Cap Equity,3,3,359.44,11.06,4.53,-2.25,3.44,0,43,0.45,46030000
21.04,23.21,Global Large-Cap Blend Equity,4,3,292.16,11.73,2.27,4.94,4.34,1.04,1599,0.12,393570000
13.8,23.59,Germany Small/Mid-Cap Equity,3,3,198.11,11.71,1.27,3.31,3.33,0.02,60,0.19,336670000
6.37,24.48,Sector Equity Technology,3,3,237.48,8.16,1.57,-11.75,1.71,0.24,81,0.4,189220000
17.44,20.08,Europe Large-Cap Blend Equity,5,2,279.83,9.79,3.03,-0.11,1.42,0,212,0.2,1013880000
21.38,21.77,Global Large-Cap Blend Equity,4,3,288.39,11.94,2.32,3.93,4.38,0.4,1326,0.2,321890000
10.05,19.84,Eurozone Large-Cap Equity,4,3,273.8,8.07,2.61,-1.93,0.64,0.59,234,0.13636,96300000
8.65,23.46,Japan Large-Cap Equity,3,2,286.86,8.48,2.71,-4.17,3.6,0.93,308,0.17727,166790000
14.74,21.33,Europe Large-Cap Blend Equity,4,3,276.83,9.02,2.91,-0.62,0.91,0.56,411,0.13636,156430000
25.99,22,US Large-Cap Blend Equity,4,3,292.56,13.5,1.86,10.45,7.05,0.43,574,0.08636,929260000
12.69,24.93,Sector Equity Technology,4,3,213.86,11.21,1.69,0.57,2.68,5.67,47,0.65,285320000
14.82,22.05,Europe Large-Cap Blend Equity,3,3,283.62,8.83,2.94,-1.57,1.25,0.96,454,0.05,12040000
10.64,20.35,Eurozone Large-Cap Equity,3,4,310.13,8.58,2.85,-2.48,2.01,0.25,54,0.05,60490000
8.81,30.76,Brazil Equity,2,4,323.26,4.41,3.81,11.1,5.36,0,-21,0.65,114500000
10.34,29.77,Latin America Equity,3,3,303.72,5.02,3.89,10.34,4.77,0,97,0.65,34290000
18.48,29.41,Indonesia Equity,5,3,283.43,5.7,4.11,6.05,8.14,0,60,0.45,19170000
12.35,26.46,South Africa & Namibia Equity,3,4,221.52,3.84,3.5,-5.97,3.51,0,128,0.45,14260000
13.84,27.1,Thailand Equity,3,3,241.42,8.99,4.12,-2.2,4.29,0,98,0.45,12590000
18.85,29.24,Turkey Equity,1,3,130.72,3.82,1.48,-5.69,22.59,0,-81,0.45,59750000
8.81,30.76,Brazil Equity,2,4,323.26,4.41,3.81,11.1,5.36,0,-21,0.65,121780000
8.66,24.08,Japan Large-Cap Equity,3,2,284.55,8.28,2.71,-4.24,3.41,1.03,344,0.05,7337960000
25.81,22.66,US Large-Cap Blend Equity,5,3,301.52,13.72,1.89,10.76,7.09,0.27,499,0.05,132550000
21.19,22.73,Global Large-Cap Blend Equity,4,3,296.59,11.71,2.3,5,4.43,0.82,1522,0.05,210500000
26.93,19.74,US Large-Cap Blend Equity,5,2,276.72,14.96,1.61,11.31,7.6,0.05,130,0.3,2619940000
29.06,21.96,US Large-Cap Blend Equity,3,3,318.4,13.57,1.96,10.33,7.3,0.29,297,0.12,1166290000
10.5,22.78,UK Mid-Cap Equity,3,2,128.95,6.98,2.74,-9.45,2.55,0.69,180,0.35,45280000
9.68,27.06,Sector Equity Healthcare,4,5,193.26,21.16,0.37,30.72,8.55,0.05,106,0.59,10050000
25.22,22.72,US Large-Cap Blend Equity,4,3,297.42,13.35,1.89,11.41,6.94,0.9,590,0.0403,6300000
25.22,22.72,US Large-Cap Blend Equity,4,3,297.42,13.35,1.89,11.41,6.94,0.9,590,0.0401,6300000
26.87,22.54,US Large-Cap Blend Equity,4,2,301.04,13.12,1.95,11.26,6.92,0.04,505,0.07,27442400000
11.85,22.79,UK Mid-Cap Equity,4,2,105.22,6.25,4.54,-9.68,2.45,0.12,180,0.1,1555760000
12.47,24.07,UK Large-Cap Equity,3,2,267.1,7.62,4.04,-6.63,1.84,0.04,101,0.09,3246270000
8.84,30.61,Brazil Equity,3,3,307.05,4.46,3.78,9.21,1.73,0.29,91,0.19,13560000
15.84,27.75,China Equity,3,3,395.12,11.03,1.9,12.03,10.74,0.38,880,0.19,52570000
5.78,28.51,Korea Equity,4,3,335.94,5.12,2.13,-14.68,4.07,0.11,139,0.09,414540000
23.34,19.95,Global Large-Cap Blend Equity,3,2,271.86,10.31,2.85,-4.95,5.65,0.28,50,0.3,158830000
25.81,22.66,US Large-Cap Blend Equity,5,3,301.52,13.72,1.89,10.76,7.09,0.27,499,0.05,130910000
10.83,19.25,Eurozone Large-Cap Equity,3,3,309.91,9.48,2.96,-4.2,2.34,0.05,50,0.15,7750000
22.91,23.74,US Large-Cap Blend Equity,3,3,218.82,9.97,2.2,15.38,8.26,-0.67,345,0.45,87390000
20.79,22.75,Global Large-Cap Blend Equity,4,3,291.06,11.58,2.32,4.97,4.4,0.64,1580,0.31,176560000
19.34,19.07,Europe Large-Cap Blend Equity,5,2,278.38,11.76,2.56,0.6,2.7,0.62,110,0.25833,2532540000
13.99,24.71,Global Emerging Markets Equity,3,4,291.49,8.52,3.19,-0.34,6.04,0.11,179,0.30833,1404070000
25.2,20,US Large-Cap Blend Equity,5,2,267.95,16.21,1.7,11.11,9.11,0.16,133,0.25833,4636430000
13.43,25.25,Global Emerging Markets Equity,2,3,289.3,8,3.22,0.53,7.36,0.5,193,0.27,754700000
26.6,21.76,US Large-Cap Blend Equity,4,3,299.05,14.04,1.74,12.11,7.58,0.01,569,0.09,144550000
22,21.52,Global Large-Cap Blend Equity,4,3,296.53,12.33,2.16,5.52,4.28,0.01,1491,0.19,20410000
15.76,20.48,Europe Large-Cap Blend Equity,4,2,277.6,9.89,2.71,-0.47,0.6,0.23,403,0.16,45150000
16.18,27.31,China Equity,3,3,403.08,10.94,1.92,12.42,10.77,0.12,692,0.4,190210000
20.95,22.18,Global Large-Cap Blend Equity,4,3,301.46,11.74,2.35,4.64,4.5,0.1,2338,0.38,709530000
20.58,20.33,Global Large-Cap Blend Equity,4,3,287.13,12.93,2.34,3.84,5.58,0.42,580,0.38,2164150000
1.16,29.07,Sector Equity Healthcare,4,5,131.37,24.12,0.27,20.74,8.87,0.19,85,0.27751,68560000
15.86,29.89,Sector Equity Water,3,3,102.18,10.3,1.69,9.01,3.81,0.1,66,0.27946,30030000
5.15,21.58,Sector Equity Technology,3,4,220.33,25.25,0.36,9.93,15.12,0.2,72,0.27917,151330000
25.38,22.79,US Large-Cap Blend Equity,5,3,295.42,13.51,1.87,10.74,6.92,0,461,0.05,1577100000
13.73,27.84,China Equity,3,3,358.9,8.31,2.63,9.83,10.18,0.72,606,0.65,51950000
20.34,23.34,Global Large-Cap Blend Equity,4,3,292.89,8.75,2.59,4.77,4.55,0,3430,0.23,7491080000
24.74,22.74,US Large-Cap Blend Equity,4,3,297.46,13.4,1.95,11.41,7.07,0,635,0.1,1354300000
14.8,21.88,Europe Large-Cap Blend Equity,4,3,257.36,6.84,4.09,-0.14,0.97,0.01,579,0.12,2077750000
15.04,21.27,Europe ex-UK Equity,3,2,261.54,7.14,3.57,1.02,0.72,0,462,0.12,1300620000
11.18,23.37,Eurozone Small-Cap Equity,3,4,110.92,6.31,2.63,-2.8,-4.62,0,424,0.4,192950000
27.15,20.49,Global Large-Cap Blend Equity,3,2,265.44,8.63,2.34,7.63,3.67,0.98,212,0.6,108160000
13.73,27.84,China Equity,3,3,358.9,8.31,2.63,9.83,10.18,0.72,606,0.65,51650000
